	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:VBTS P:VBOF hinalaan 1923 14 		Context - Prussia|NNP kapag|CCR *hinalaan|VBOF* nilang|PRP_CCP ang|DTC 
G:VBTS P:VBOF hinalo 345 9 		Context - na|RBI kapag|CCR *hinalo|VBOF* sa|CCT lampblack|FW 
G:VBTS P:VBOF hinangad 2537 15 		Context - bansa|NNC at|CCA *hinangad|VBOF* na|CCP makagawa|VBW 
G:VBTS P:VBOF hinango 2687 21 		Context - na|CCP istilong|NNC_CCP *hinango|VBOF* mula_sa|RBL Haitian|NNP 
G:VBTS P:VBOF hinati 2271 5 		Context - Pandaigdig|NNP ,|PMC *hinati|VBOF* ng|CCB UK|NNPA 
G:VBTS P:VBOF hinati 2579 6 		Context - opisyal|RBD na|CCP *hinati|VBOF* sa|CCT North|NNP 
G:VBTS P:VBOF hinawakan 1228 26 		Context - presidente|NNC na|CCP *hinawakan|VBOF* niya|PRS hanggang|RBW 
G:VBTS P:VBOF hiniling 2389 18 		Context - kombensyon|NNC na|CCP *hiniling|VBOF* ng_mga|DTCP estado|NNC 
G:VBTS P:VBOF hinimok 2848 12 		Context - ,|PMC at|CCA *hinimok|VBOF* ang_mga|DTCP Tsino|NNP 
G:VBTS P:VBOF hiniram 2715 8 		Context - role|FW na|CCP *hiniram|VBOF* mula_sa|RBL mga|DTCP 
G:VBTS P:VBOF hinirang 2406 31 		Context - ,|PMC at|CCA *hinirang|VBOF* ang|DTC isang|PRI_CCP 
G:VBTS P:VBOF i-anunsyo 768 3 		Context - ilabas|VBOF at|CCA *i-anunsyo|VBOF* ang|DTC labing|JJN 
G:VBTS P:VBOF ibinase 2208 32 		Context - Morocco|NNP ,|PMC *ibinase|VBOF* ng|CCB Umayyad|NNP 
G:VBTS P:VBOF ibinatay 2707 1 		Context - Napabalitang|RBD_CCP *ibinatay|VBOF* ni|DTP Gene|NNP 
G:VBTS P:VBOF ibinigay 1699 5 		Context - sandali|RBW at|CCA *ibinigay|VBOF* ito|PRO sa|CCT 
G:VBTS P:VBOF ibinigay 2371 7 		Context - )|PMS ,|PMC *ibinigay|VBOF* ng|CCB Bulgaria|NNP 
G:VBTS P:VBOF iendorso 59 13 		Context - Warren|NNP na|CCP *iendorso|VBOF* si|DTP Nixon|NNP 
G:VBTS P:VBOF ihinalo 2253 12 		Context - Shakespeare|NNP dahil|CCR *ihinalo|VBOF* niya|PRS ang|DTC 
G:VBTS P:VBOF ikinakalat 344 3 		Context - 2001|CDB ,|PMC *ikinakalat|VBOF* ni|DTP Maddox|NNP 
G:VBTS P:VBOF ikinasal 1554 13 		Context - kahit|CCT na|CCP *ikinasal|VBOF* siya|PRS kaagad|RBW 
G:VBTS P:VBOF ilabas 768 1 		Context - Matapos|VBW *ilabas|VBOF* at|CCA i-anunsyo|VBOF 
G:VBTS P:VBOF inayos 2146 14 		Context - trabaho|NNC at|CCA *inayos|VBOF* nila|PRP ang|DTC 
G:VBTS P:VBOF inayos 2669 12 		Context - ,|PMC na|CCP *inayos|VBOF* ayon_sa|RBR plano|NNC 
G:VBTS P:VBOF inihain 2078 16 		Context - ang|DTC polisiyang|NNC_CCP *inihain|VBOF* mula_sa|RBL Chancellor|NNP 
G:VBTS P:VBOF inilabas 2998 40 		Context - ito|PRO noong|RBW_CCP *inilabas|VBOF* ang|DTC 16-color|CDB 
G:VBTS P:VBOF inilatag 1935 29 		Context - saan|RBQ ay|LM *inilatag|VBOF* nila|PRP ang|DTC 
G:VBTS P:VBOF iniugnay 162 11 		Context - at|CCA indirektang|JJD_CCP *iniugnay|VBOF* ang|DTC Red|NNP 
G:VBTS P:VBOF inokupahan 998 20 		Context - orihinal|JJD na|CCP *inokupahan|VBOF* ng|CCB sentrong|NNC_CCP 
G:VBTS P:VBOF ipalaganap 2702 30 		Context - Poitiers|NNP at|CCA *ipalaganap|VBOF* ang|DTC Islam|NNP 
G:VBTS P:VBOF ipinasok 1369 6 		Context - ito|PRO ,|PMC *ipinasok|VBOF* ang_mga|DTCP formatting|FW 
G:VBTS P:VBOF isabutahe 2508 4 		Context - Qi|NNP na|CCP *isabutahe|VBOF* ang|DTC reporma|NNC 
G:VBTS P:VBOF isinaad 1040 17 		Context - una|CDB niyang|PRS_CCP *isinaad|VBOF* ang|DTC resulta|NNC 
G:VBTS P:VBOF isinara 1406 19 		Context - ,|PMC na|CCP *isinara|VBOF* noong|RBW_CCP 1915|CDB 
G:VBTS P:VBOF itinakwil 2315 11 		Context - inabuso|NNC dahil|CCR *itinakwil|VBOF* ang|DTC warfare|FW 
G:VBTS P:VBOF itinayo 2846 11 		Context - iskultura|NNC ,|PMC *itinayo|VBOF* noong|RBW_CCP 1651|CDB 
G:VBTS P:VBOF itinulad 2115 14 		Context - pancreas|FW ,|PMC *itinulad|VBOF* ito|PRO sa|CCT 
G:VBTS P:VBOF kinolekta 2342 4 		Context - nito|PRO ,|PMC *kinolekta|VBOF* ng|CCB alkadeng|NNC_CCP 
G:VBTS P:VBOF kinoronahan 2486 10 		Context - 1950|CDB at|CCA *kinoronahan|VBOF* ang|DTC unang|JJN_CCP 
G:VBTS P:VBOF kinuha 2547 19 		Context - ilaw|NNC at|CCA *kinuha|VBOF* sa_ilalim|RBL ng|CCB 
G:VBTS P:VBOF kinumpara 1637 21 		Context - populasyon|NNC ;|PMSC *kinumpara|VBOF* ito|PRO sa|CCT 
G:VBTS P:VBOF kinumpara 2575 1 		Context - Kung|CCR *kinumpara|VBOF* sila'y|PRP_LM mas|JJCC 
G:VBTS P:VBOF minarkahan 2613 10 		Context - Katoliko|NNP na|CCP *minarkahan|VBOF* ni|DTP John|NNP 
G:VBTS P:VBOF nilagay 1567 26 		Context - NSW|NNPA )|PMS *nilagay|VBOF* para|CCT may|VBH 
G:VBTS P:VBOF niluto 592 9 		Context - gaya_ng|JJC halimbawa|NNC *niluto|VBOF* ang|DTC tatus|NNC 
G:VBTS P:VBOF pinahalagahan 1525 10 		Context - 1350|CDB at|CCA *pinahalagahan|VBOF* dahil_sa|RBP mayaman|JJD 
G:VBTS P:VBOF pinakasalan 1800 59 		Context - ,|PMC na|CCP *pinakasalan|VBOF* ng|CCB kanyang|PRSP_CCP 
G:VBTS P:VBOF pinalago 1446 6 		Context - tirahan|NNC at|CCA *pinalago|VBOF* ang_mga|DTCP kalakalan|NNC 
G:VBTS P:VBOF pinalitan 2837 16 		Context - '|PMS ay|LM *pinalitan|VBOF* ng_mga|DTCP tagapagdala|JJD 
G:VBTS P:VBOF pinamahalaan 1405 25 		Context - naman|RBI itong|PRO_CCP *pinamahalaan|VBOF* ng_mga|DTCP Pilipinong|NNP_CCP 
G:VBTS P:VBOF pinamahalaan 1405 3 		Context - 1901|CDB ,|PMC *pinamahalaan|VBOF* ang|DTC Cebu|NNP 
G:VBTS P:VBOF pinangalan 2790 5 		Context - ito|PRO ay|LM *pinangalan|VBOF* sa|CCT ikaapat|JJN 
G:VBTS P:VBOF pinangalanan 1446 11 		Context - at|CCA muling|RBW_CCP *pinangalanan|VBOF* ang|DTC isla|NNC 
G:VBTS P:VBOF pinangalanan 2311 21 		Context - gamitin|VBOF -|PMS *pinangalanan|VBOF* ito|PRO ng|CCB 
G:VBTS P:VBOF pinasa 2554 8 		Context - pagboto|NNC at|CCA *pinasa|VBOF* ang|DTC konstitusyon|NNC 
G:VBTS P:VBOF pinatalsik 1228 7 		Context - 1967|CDB ,|PMC *pinatalsik|VBOF* ni|DTP Eyadema|NNP 
G:VBTS P:VBOF pinatilihin 2495 18 		Context - ,|PMC ay|LM *pinatilihin|VBOF* ang|DTC ibang|PRI_CCP 
G:VBTS P:VBOF pinigilan 2224 44 		Context - sibilyan|NNC at|CCA *pinigilan|VBOF* ang|DTC populasyon|NNC 
G:VBTS P:VBOF pinili 2570 42 		Context - ng|CCB kanyang|PRSP_CCP *pinili|VBOF* .|PMP 
G:VBTS P:VBOF pinili 2896 6 		Context - Suharto|NNP ang|DTC *pinili|VBOF* niyang|PRS_CCP grupo|NNC 
G:VBTS P:VBOF pinilit 1176 29 		Context - )|PMS kapag|CCR *pinilit|VBOF* niya|PRS ang_mga|DTCP 
G:VBTS P:VBOF sinakop 2733 5 		Context - kontinente|NNC ,|PMC *sinakop|VBOF* ng|CCB pelikula|NNC 
G:VBTS P:VBOF sinira 2565 13 		Context - nagpatuloy|VBTS at|CCA *sinira|VBOF* ang|DTC kumboy|NNC 
G:VBTS P:VBOF sinira 2821 32 		Context - pansin|NNC at|CCA *sinira|VBOF* ang|DTC masayang|JJD_CCP 
G:VBTS P:VBOF sinubukan 1208 17 		Context - Drillers|NNP ;|PMSC *sinubukan|VBOF* ni|DTP Keith|NNP 
G:VBTS P:VBOF sinulat 1760 14 		Context - 1700s|CDB at|CCA *sinulat|VBOF* niya|PRS ang|DTC 
G:VBTS P:VBOF sinundan 2216 2 		Context - Ito|PRO ay|LM *sinundan|VBOF* ng|CCB isang|PRI_CCP 
G:VBTS P:VBOF sinundan 2344 17 		Context - Lakes|NNP na|CCP *sinundan|VBOF* ng|CCB pag-iiba|NNC 
G:VBTS P:VBOF sinunod 1823 12 		Context - pagtatalo|NNC na|CCP *sinunod|VBOF* ang|DTC pagtatapos|NNC 
G:VBTS P:VBOF tinaas 2384 12 		Context - singil|NNC ay|LM *tinaas|VBOF* ang|DTC buwis|NNC 
G:VBTS P:VBOF tinaas 2578 41 		Context - 1882|CDB ,|PMC *tinaas|VBOF* ang|DTC malakas|JJD 
G:VBTS P:VBOF tinalakay 2066 8 		Context - malawak|JJD na|CCP *tinalakay|VBOF* sa|CCT konteksto|NNC 
G:VBTS P:VBOF tinanggal 1396 3 		Context - 1896|CDB ,|PMC *tinanggal|VBOF* ni|DTP Rockefeller|NNP 
G:VBTS P:VBOF tinanggal 1440 2 		Context - Ngunit|CCT ,|PMC *tinanggal|VBOF* ng|CCB XML|NNPA 
G:VBTS P:VBOF tinanggal 2411 1 		Context - Noong|RBW_CCP *tinanggal|VBOF* si|DTP Oppenheimer|NNP 
G:VBTS P:VBOF tinanggalan 816 8 		Context - kung|RBK saan|RBQ *tinanggalan|VBOF* ng|CCB Gobernador|NNP 
G:VBTS P:VBOF tinanggap 2210 8 		Context - na|CCP unang|JJN_CCP *tinanggap|VBOF* ng|CCB Company|NNP 
G:VBTS P:VBOF tinanggap 2554 4 		Context - 25|CDB ,|PMC *tinanggap|VBOF* ang|DTC pagboto|NNC 
G:VBTS P:VBOF tinanggihan 1603 41 		Context - ,|PMC ay|LM *tinanggihan|VBOF* .|PMP 
G:VBTS P:VBOF tinawag 345 16 		Context - patuloy|RBD na|CCP *tinawag|VBOF* na|CCP dubbin|NNC 
G:VBTS P:VBOF tinawag 345 2 		Context - Sa|CCT halip|CCT *tinawag|VBOF* itong|PRO_CCP blacking|FW 
G:VBTS P:VBOF tinulad 2972 19 		Context - nOengusa|NNP na|CCP *tinulad|VBOF* sa|CCT Islay|NNP 
G:VBTS P:VBOF tinulad 2972 26 		Context - nGabrain|NNP na|CCP *tinulad|VBOF* sa|CCT Kintyre|NNP 
G:VBTS P:VBOF tinulungan 258 25 		Context - ,|PMC na|CCP *tinulungan|VBOF* niya|PRS noong|RBW_CCP 
G:VBTS P:VBOL Inilapat 1842 0 		Context - *Inilapat|VBOL* niya|PRS ang_mga|DTCP 
G:VBTS P:VBTF itanggi 2893 9 		Context - ninais|VBTS niyang|PRS_CCP *itanggi|VBTF* ang|DTC paghanap|NNC 
G:VBTS P:VBTR Ginagawa 1067 0 		Context - *Ginagawa|VBTR* rin|RBI nila|PRP 
G:VBTS P:VBTR Ikinagalit 1746 0 		Context - *Ikinagalit|VBTR* ito|PRO ni|DTP 
G:VBTS P:VBTR Inanunsiyo 1230 0 		Context - *Inanunsiyo|VBTR* na|CCP maglalabas|VBAF 
G:VBTS P:VBTR Inilimbang 2836 0 		Context - *Inilimbang|VBTR* rin|RBI niya|PRS 
G:VBTS P:VBTR Ipinahintulot 1628 0 		Context - *Ipinahintulot|VBTR* din|RBI ang|DTC 
G:VBTS P:VBTR Ipinatakbo 576 0 		Context - *Ipinatakbo|VBTR* ang|DTC Navy|NNP 
G:VBTS P:VBTR Ipinatakbo 821 0 		Context - *Ipinatakbo|VBTR* ng|CCB Fleet|NNP 
G:VBTS P:VBTR Isinakatuparan 2150 0 		Context - *Isinakatuparan|VBTR* ang|DTC transisyunal|JJD 
G:VBTS P:VBTR Kinokolekta 229 0 		Context - *Kinokolekta|VBTR* ang|DTC datos|NNC 
G:VBTS P:VBTR Naawtorisa 753 0 		Context - *Naawtorisa|VBTR* ang|DTC isang|PRI_CCP 
G:VBTS P:VBTR Nagbahagi 1332 0 		Context - *Nagbahagi|VBTR* ng|CCB maraming|PRI_CCP 
G:VBTS P:VBTR Nagbibigay 638 0 		Context - *Nagbibigay|VBTR* daan|NNC sa|CCT 
G:VBTS P:VBTR Nailalarawan 1329 0 		Context - *Nailalarawan|VBTR* ang|DTC estatwaryo|NNC 
G:VBTS P:VBTR Nakadiskober 688 0 		Context - *Nakadiskober|VBTR* ng|CCB type|FW 
G:VBTS P:VBTR Nanomineyt 626 0 		Context - *Nanomineyt|VBTR* si|DTP Grant|NNP 
G:VBTS P:VBTR Niresolba 617 0 		Context - *Niresolba|VBTR* nina|DTPP James|NNP 
G:VBTS P:VBTR Sinaliksik 440 0 		Context - *Sinaliksik|VBTR* at|CCA pinagdebatihan|VBTR_VBRF 
G:VBTS P:VBTR binaluktot 2107 51 		Context - o|CCT malamang|CCT *binaluktot|VBTR* na|CCP )|PMS 
G:VBTS P:VBTR binubuo 2832 14 		Context - teritoryo|NNC ay|LM *binubuo|VBTR* ng|CCB 1/3|CDB 
G:VBTS P:VBTR binubuo 2832 22 		Context - Sparta|NNP at|CCA *binubuo|VBTR* ng|CCB kalahati|PRI 
G:VBTS P:VBTR ikinalungkot 1775 28 		Context - lubos|JJCS niyang|PRS_CCP *ikinalungkot|VBTR* na|CCP hindi|RBF 
G:VBTS P:VBTR inahalintulad 2929 21 		Context - ,|PMC na|CCP *inahalintulad|VBTR* sa|CCT halagang|NNC_CCP 
G:VBTS P:VBTR kinanonisa 697 9 		Context - yugto|NNC :|PMS *kinanonisa|VBTR* ang|DTC batas|NNC 
G:VBTS P:VBTR kinarikature 1535 3 		Context - Flapper|NNP ay|LM *kinarikature|VBTR* sa|CCT Felic_strikes_it_Rich|NNP 
G:VBTS P:VBTR kinokonekta 1436 16 		Context - doon|PRL at|CCA *kinokonekta|VBTR* ang|DTC White|NNP 
G:VBTS P:VBTR nadiskubri 2476 13 		Context - )|PMS tapos|RBW *nadiskubri|VBTR* nila|PRP na|CCP 
G:VBTS P:VBTR nag-interpreta 2199 3 		Context - iba|PRI na|CCP *nag-interpreta|VBTR* ng|CCB ibang|JJD_CCP 
G:VBTS P:VBTR nagdalawang-isip 2428 20 		Context - talaga|RBT ay|LM *nagdalawang-isip|VBTR* sa|CCT katapatan|NNC 
G:VBTS P:VBTR naggamit 2478 17 		Context - abjad|FW ay|LM *naggamit|VBTR* na|CCP para_sa|RBB 
G:VBTS P:VBTR nagkolekta 2981 24 		Context - ay|LM hindi|RBF *nagkolekta|VBTR* sa|CCT Novgorod|NNP 
G:VBTS P:VBTR nagmay-ari 1370 2 		Context - Bilang_resulta|CCU ,|PMC *nagmay-ari|VBTR* ng|CCB hiwalay|JJD 
G:VBTS P:VBTR nagmungkahi 999 9 		Context - ,|PMC maraming|JJD_CCP *nagmungkahi|VBTR* kung|RBK paano|RBQ 
G:VBTS P:VBTR nagpaprofessionalized 516 22 		Context - reformer|FW na|CCP *nagpaprofessionalized|VBTR* ng|CCB opisina|NNC 
G:VBTS P:VBTR nagsising 720 19 		Context - ,|PMC at|CCA *nagsising|VBTR* hindi|RBF siya|PRS 
G:VBTS P:VBTR nagtermino 2548 3 		Context - pag-aaral|NNC ang|DTC *nagtermino|VBTR* sa|CCT explanasyon|NNC 
G:VBTS P:VBTR naibahagi 2306 11 		Context - na|CCP hindi|RBF *naibahagi|VBTR* sa_pamamagitan_ng|CCT mga|DTCP 
G:VBTS P:VBTR nakakaapekto 1428 37 		Context - tao|NNC ay|LM *nakakaapekto|VBTR* sa|CCT ugali|NNC 
G:VBTS P:VBTR nakakaimpluwensya 2831 6 		Context - kristal|NNC ay|LM *nakakaimpluwensya|VBTR* sa|CCT pagbuo|NNC 
G:VBTS P:VBTR nakapagbuo 1556 8 		Context - levees|FW na|CCP *nakapagbuo|VBTR* ng|CCB dumi|NNC 
G:VBTS P:VBTR nakikilala 2382 7 		Context - hindi|RBF pa|RBI *nakikilala|VBTR* ,|PMC bagaman|CCT 
G:VBTS P:VBTR nakikita 1954 6 		Context - na|CCP siyang|PRS_CCP *nakikita|VBTR* sa|CCT kabuuan|PRI 
G:VBTS P:VBTR nakikita 1971 12 		Context - ito|PRO ang|DTC *nakikita|VBTR* na|CCP mga|DTCP 
G:VBTS P:VBTR nakolonisa 2133 13 		Context - pero|CCT hindi|RBF *nakolonisa|VBTR* .|PMP 
G:VBTS P:VBTR nalugmok 1954 21 		Context - ay|LM dahan-dahang|RBD_CCP *nalugmok|VBTR* sa|CCT depresyon|NNC 
G:VBTS P:VBTR nanggagaling 2502 9 		Context - Washington|NNP na|CCP *nanggagaling|VBTR* sa_timog-kanluran|RBL ,|PMC 
G:VBTS P:VBTR nanggagaling 937 14 		Context - hindi|RBF talaga|RBT *nanggagaling|VBTR* sa|CCT islang|NNC_CCP 
G:VBTS P:VBTR naoobserbahan 229 7 		Context - sa|CCT isang|PRI_CCP *naoobserbahan|VBTR* o|CCT eksperimental|JJD 
G:VBTS P:VBTR napirmahan 243 12 		Context - protocol|FW ang|DTC *napirmahan|VBTR* ukol_sa|RBR ?land|NNP 
G:VBTS P:VBTR naresolba 1968 3 		Context - sitwasyon|NNC ay|LM *naresolba|VBTR* nang|RBD gumawa|VBAF 
G:VBTS P:VBTR naririnig 2663 5 		Context - conquistadors|FW ay|LM *naririnig|VBTR* ang|DTC tungkol_sa|RBR 
G:VBTS P:VBTR naunawaan 1243 4 		Context - lang|RBI ang|DTC *naunawaan|VBTR* kung|CCR sila|PRP 
G:VBTS P:VBTR pinangagalingan 2243 7 		Context - upang|CCB maging|VBW *pinangagalingan|VBTR* ng|CCB kuryente|NNC 
G:VBTS P:VBTR pinangasiwaan 2572 10 		Context - treat|FW at|CCA *pinangasiwaan|VBTR* ng|CCB International|NNP 
G:VBTS P:VBTR pinapayagan 1262 28 		Context - tag|FW ang|DTC *pinapayagan|VBTR* ,|PMC at|CCA 
G:VBTS P:VBTR pinroblema 2640 27 		Context - babae|NNC na|CCP *pinroblema|VBTR* ng|CCB modernong|JJD_CCP 
G:VBTS P:VBTR prinohibita 2095 7 		Context - bading|NNC ay|LM *prinohibita|VBTR* na|CCP talaga|RBT 
G:VBTS P:VBTR sinasang-ayunan 2630 7 		Context - Bolshevik|NNP na|CCP *sinasang-ayunan|VBTR* ng|CCB ibang|PRI_CCP 
G:VBTS P:VBTR sinuspenda 1334 18 		Context - pag-uusap|NNC ay|LM *sinuspenda|VBTR* pagkatapos|VBW ng|CCB 
G:VBTS P:VBTR tinuturing 2695 41 		Context - ito|PRO ay|LM *tinuturing|VBTR* isang|PRI_CCP maliit|JJD 
G:VBTS P:VBTR_CCP nakadating 1854 57 		Context - .|PMP Ang_mga|DTCP *nakadating|VBTR_CCP* sa_baybayin|RBL naman|RBI 
G:VBTS P:VBTR_CCP namuong 876 31 		Context - mapanatili|VBW ang|DTC *namuong|VBTR_CCP* dugo|NNC .|PMP 
G:VBTS P:VBTR_VBOF Nilalarawan 868 0 		Context - *Nilalarawan|VBTR_VBOF* ng_mga|DTCP Katoliko|NNP 
G:VBTS P:VBTR_VBOF ibrinodkast 2878 1 		Context - Minsang|RBW_CCP *ibrinodkast|VBTR_VBOF* ng_mga|DTCP tsanel|NNC 
G:VBTS P:VBTR_VBOF sinenyasan 2479 31 		Context - reaksyon|NNC na|CCP *sinenyasan|VBTR_VBOF* ng|CCB isang|PRI_CCP 
G:VBTS P:VBTS_CCP nasabing 1279 9 		Context - yaman|NNC ng|CCB *nasabing|VBTS_CCP* sosyohan|NNC .|PMP 
G:VBTS P:VBTS_CCP natirang 34 16 		Context - siniksik|VBTS ang|DTC *natirang|VBTS_CCP* gas|FW sa|CCT 
G:VBTS P:VBTS_VBOF hinangaan 2542 7 		Context - Shakespeare|NNP at|CCA *hinangaan|VBTS_VBOF* ng|CCB manunula|NNC 
G:VBTS P:VBTS_VBOF hinarap 1887 19 		Context - )|PMS at|CCA *hinarap|VBTS_VBOF* ng|CCB Prussia|NNP 
G:VBTS P:VBTS_VBOF inihati-hati 526 31 		Context - ito|PRO ay|LM *inihati-hati|VBTS_VBOF* sa|CCT 30|CDB 
G:VBTS P:VBTS_VBOF pinuna 2029 8 		Context - ,|PMC ay|LM *pinuna|VBTS_VBOF* ang|DTC edisyon|NNC 
G:VBTS P:VBTS_VBOF tinutukan 2856 4 		Context - musikero|NNC ay|LM *tinutukan|VBTS_VBOF* ang|DTC kanyang|PRSP_CCP 
G:VBTS_CCP P:JJD_CCP nakaraang 914 6 		Context - GDP|NNPA sa|CCT *nakaraang|JJD_CCP* 15|CDB taon|NNC 
G:VBTS_CCP P:JJD_CCP sinaunang 1187 5 		Context - pa|RBI noong|RBW_CCP *sinaunang|JJD_CCP* panahon|NNC ,|PMC 
G:VBTS_CCP P:RBD_CCP Iniwang 1953 0 		Context - *Iniwang|RBD_CCP* bukas|JJD ni|DTP 
G:VBTS_CCP P:RBD_CCP kinailangang 2371 33 		Context - ,|PMC at|CCA *kinailangang|RBD_CCP* ibalik|VBOF ang|DTC 
G:VBTS_CCP P:RBD_CCP naatasang 1470 37 		Context - pamamaraan|NNC at|CCA *naatasang|RBD_CCP* buwagin|VBOF ito|PRO 
G:VBTS_CCP P:RBD_CCP nagsimulang 1831 14 		Context - gobyerno|NNC ay|LM *nagsimulang|RBD_CCP* mag-alis|VBW ng|CCB 
G:VBTS_CCP P:RBD_CCP nanatiling 2413 4 		Context - ina|NNC ay|LM *nanatiling|RBD_CCP* hawak|JJD ang|DTC 
G:VBTS_CCP P:RBT_CCP pinasimpleng 1683 14 		Context - nobela|NNC tulad_ng|JJC *pinasimpleng|RBT_CCP* balangkas|NNC ,|PMC 
G:VBTS_CCP P:RBW_CCP kinalaunang 697 31 		Context - at|CCA ang_mga|DTCP *kinalaunang|RBW_CCP* kasulatan|NNC makalipas|VBW 
G:VBTS_CCP P:VBOF_CCP binansagang 2978 7 		Context - Amerika|NNP na|CCP *binansagang|VBOF_CCP* Gamma|NNP world|FW 
G:VBTS_CCP P:VBOF_CCP ginawang 1660 14 		Context - Basra|NNP ay|LM *ginawang|VBOF_CCP* isang|PRI_CCP bansa|NNC 
G:VBTS_CCP P:VBOF_CCP ginawang 418 22 		Context - Marie|NNP Kraja|NNP *ginawang|VBOF_CCP* isang|PRI_CCP popular|JJD 
G:VBTS_CCP P:VBOF_CCP pinangalang 473 6 		Context - pelikula|NNC na|CCP *pinangalang|VBOF_CCP* _____|PMS sina|DTPP 
G:VBTS_CCP P:VBOF_CCP pinangalang 489 11 		Context - Mehendale|NNP na|CCP *pinangalang|VBOF_CCP* Gandhi|NNP Looks|NNP 
G:VBTS_CCP P:VBOF_CCP sinabing 215 27 		Context - hustiya|NNC at|CCA *sinabing|VBOF_CCP* "|PMS siya|PRS 
G:VBTS_CCP P:VBTR_CCP Nangangahulugang 2267 0 		Context - *Nangangahulugang|VBTR_CCP* ?|PMS fibrosis|FW 
G:VBTS_CCP P:VBTR_CCP inilathalang 2003 13 		Context - ang|DTC ibang|PRI_CCP *inilathalang|VBTR_CCP* mga|DTCP antisemitik|NNC 
G:VBTS_CCP P:VBTR_CCP kinanselang 865 12 		Context - kapalit|NNC ng|CCB *kinanselang|VBTR_CCP* proyektong|NNC_CCP WALRUS|NNPA 
G:VBTS_CCP P:VBTR_CCP nag-iisang 2695 4 		Context - ang|DTC siyang|PRS_CCP *nag-iisang|VBTR_CCP* bagay|NNC na|CCP 
G:VBTS_CCP P:VBTR_CCP nagdalubhasang 2680 8 		Context - bumuo|VBAF ng|CCB *nagdalubhasang|VBTR_CCP* self-propelled|FW guns|FW 
G:VBTS_CCP P:VBTR_CCP naghahalagang 2929 5 		Context - ito|PRO ay|LM *naghahalagang|VBTR_CCP* 40.000|CDB pesos|FW 
G:VBTS_CCP P:VBTR_CCP nagmungkahing 2468 14 		Context - nuklear|JJD na|CCP *nagmungkahing|VBTR_CCP* gerang|NNC_CCP nuklear|JJD 
G:VBTS_CCP P:VBTR_CCP nagngangalang 1206 13 		Context - lalaki|NNC na|CCP *nagngangalang|VBTR_CCP* John|NNP D.|NNPA 
G:VBTS_CCP P:VBTR_CCP nagpakitang 3002 33 		Context - ay|LM hindi|RBF *nagpakitang|VBTR_CCP* nagiging|VBTR sanhi|NNC 
G:VBTS_CCP P:VBTR_CCP nakasanayang 129 19 		Context - habang|RBW ang|DTC *nakasanayang|VBTR_CCP* pagkalkula|NNC naman|RBI 
G:VBTS_CCP P:VBTR_CCP naliwanagang 741 9 		Context - uri|NNC ng|CCB *naliwanagang|VBTR_CCP* pag-iisip|NNC noong|RBW_CCP 
G:VBTS_CCP P:VBTR_CCP nangahulugang 1671 9 		Context - siya|PRS ay|LM *nangahulugang|VBTR_CCP* pangatlo|JJN sa|CCT 
G:VBTS_CCP P:VBTS Nasabing 3009 0 		Context - *Nasabing|VBTS* kapareho|JJC sa|CCT 
G:VBTS_CCP P:VBTS Pinangalanan 587 0 		Context - *Pinangalanan|VBTS* ang|DTC Earl|NNP 
G:VBTS_CCP P:VBTS naging 2509 5 		Context - Clive|NNP ang|DTC *naging|VBTS* pangunahing|JJD_CCP British|NNP 
G:VBTS_CCP P:VBTS nagsabing 1306 29 		Context - kuryente|NNC ang|DTC *nagsabing|VBTS* dapat|VBS itigil|VBOF 
G:VBTS_CCP P:VBTS naturing 329 18 		Context - at|CCA minsang|RBW_CCP *naturing|VBTS* na|CCP simbolo|NNC 
G:VBTS_CCP P:VBTS sinabing 2042 10 		Context - erbal|NNC ,|PMC *sinabing|VBTS* ang|DTC manuskrito|NNC 
G:VBTS_CCP P:VBTS sinabing 2358 17 		Context - Pris|NNP at|CCA *sinabing|VBTS* sila|PRP na|CCP 
G:VBTS_JJD P:VBTS nagbigay-propison 86 1 		Context - Ang|DTC *nagbigay-propison|VBTS* sa|CCT kagalawan|NNC 
G:VBTS_LM P:VBTS nagsimula'y 38 17 		Context - na|CCP noong|RBW_CCP *nagsimula'y|VBTS* para_sa|RBB paglikha|NNC 
G:VBTS_VBAF P:VBAF Pumirma 189 0 		Context - *Pumirma|VBAF* ng|CCB isang|PRI_CCP 
G:VBTS_VBAF P:VBAF bumagsak 149 3 		Context - ,|PMC maaaring|RBM *bumagsak|VBAF* ang|DTC temperature|FW 
G:VBTS_VBAF P:VBAF bumalik 172 9 		Context - nais|VBS niyang|PRS_CCP *bumalik|VBAF* at|CCA gawin|VBOF 
G:VBTS_VBAF P:VBAF bumisita 464 45 		Context - Ingles|NNP na|CCP *bumisita|VBAF* sa|CCT New|NNP 
G:VBTS_VBAF P:VBAF bumoto 947 1 		Context - Maaaring|RBM *bumoto|VBAF* ang_mga|DTCP Juniors|NNP 
G:VBTS_VBAF P:VBAF bumuo 638 7 		Context - manlalaro|NNC upang|CCB *bumuo|VBAF* sila|PRP ng|CCB 
G:VBTS_VBAF P:VBAF dumating 1025 45 		Context - fastball|NNC ngunit|CCT *dumating|VBAF* sa|CCT makabuluhang|JJD_CCP 
G:VBTS_VBAF P:VBAF gumamit 174 1 		Context - Maaring|RBM *gumamit|VBAF* ng|CCB order|FW 
