	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:CCP P:CCB ng 2846 25 		Context - bagong|JJD_CCP miyembro|NNC *ng|CCB* OECD|NNPA ,|PMC 
G:CCP P:CCB ng 3613 13 		Context - nitong|PRO_CCP modelo|NNC *ng|CCB* pagmamana|NNC .|PMP 
G:CCP P:CCB ng 3699 19 		Context - buong|PRI_CCP oras|NNC *ng|CCB* pagpapalo|NNC –|NNCA 
G:CCP P:CCB ng 4356 48 		Context - ng|CCP kalidad|NNC *ng|CCB* buhay|NNC .|PMP 
G:CCP P:CCB ng 553 19 		Context - taong|NNC_CCP panahon|NNC *ng|CCB* Iberian|NNP Union|NNP 
G:CCP P:CCB ng 669 18 		Context - ,|PMC pagkatapos|RBW *ng|CCB* Battle_of_Ourique|NNP at|CCA 
G:CCP P:CCB ng 694 15 		Context - ,|PMC sinabi|VBTS *ng|CCB* kanyang|PRSP_CCP kaibigang|NNC_CCP 
G:CCP P:CCB ng 746 23 		Context - na|CCP nagpapakita|VBTR *ng|CCB* kanyang|PRSP_CCP pagpapahalaga|NNC 
G:CCP P:CCT sa_pamamagitan_ng 4584 19 		Context - lugar|NNC ,|PMC *sa_pamamagitan_ng|CCT* pabagu-bagong|RBD_CCP katutubong|JJD_CCP 
G:CCP P:NNC_CCP ibon 1664 21 		Context - uri|NNC ng|CCB *ibon|NNC_CCP* nainilarawan|VBTS sa|CCT 
G:CCP P:NNP Kaharian 2849 24 		Context - ,|PMC ang|DTC *Kaharian|NNP* ng|CCB León|NNP 
G:CCP P:NNP Rican 1664 17 		Context - unang|NNP Puerto|NNP *Rican|NNP* na|CCP uri|NNC 
G:CCP P:PRS_CCP siyang 1928 7 		Context - Industries,|NNP na|CCP *siyang|PRS_CCP* punong|JJD_CCP kumpanya|NNC 
G:CCP P:RBI na 1354 1 		Context - Nakatala|VBTS *na|RBI* ang|DTC kasarian|NNC 
G:CCP P:RBI na 1391 1 		Context - Madalas|RBD *na|RBI* ang|DTC acid|FW 
G:CCP P:RBI na 1514 12 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC Walking_with_dinosaurs|NNP 
G:CCP P:RBI na 1765 25 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT “|FW 
G:CCP P:RBI na 1827 4 		Context - iba|PRI lalo|JJCC *na|RBI* ang_mga|DTCP naniniwala|VBTR 
G:CCP P:RBI na 2233 4 		Context - ay|LM nagsasabi|VBTR *na|RBI* ang|DTC alon|NNC 
G:CCP P:RBI na 2273 22 		Context - ay|LM hindi|RBF *na|RBI* pumapayagpag|VBTR_VBAF sa|CCT 
G:CCP P:RBI na 2412 14 		Context - awit|NNC lalo|JJCC *na|RBI* sa|CCT mga|DTCP 
G:CCP P:RBI na 2526 15 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT iminungkahing|VBOF_CCP 
G:CCP P:RBI na 2636 12 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC Warren|NNP 
G:CCP P:RBI na 2671 12 		Context - (|PMS lalo|JJCC *na|RBI* ang|DTC sekswalidad|NNC 
G:CCP P:RBI na 3044 5 		Context - halos|RBN komon|JJD *na|RBI* ang|DTC tatus|NNC 
G:CCP P:RBI na 324 31 		Context - at|CCA pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 3436 12 		Context - nanindigan|VBTS rin|RBI *na|RBI* gumawa|VBAF ng|CCB 
G:CCP P:RBI na 361 23 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT agham-kathambuhay|NNC 
G:CCP P:RBI na 3806 8 		Context - ,|PMC kasama|CCB *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 3887 31 		Context - na|CCP wala|VBN *na|RBI* ang|DTC uri|NNC 
G:CCP P:RBI na 3893 25 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT mga|DTCP 
G:CCP P:RBI na 3903 19 		Context - puntong|NNC_CCP hindi|RBF *na|RBI* ito|PRO pwedeng|RBT_CCP 
G:CCP P:RBI na 4112 17 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT pagsusunog|NNC 
G:CCP P:RBI na 4441 1 		Context - Higit|JJCC *na|RBI* ang|DTC sabihin|VBOF 
G:CCP P:RBI na 448 10 		Context - ,|PMC lalo|JJCC *na|RBI* ang_mga|DTCP paaralan|NNC 
G:CCP P:RBI na 4683 15 		Context - itsura|NNC lalo|JJCC *na|RBI* sa|CCT laki|NNC 
G:CCP P:RBI na 4701 33 		Context - at|CCA pati|CCA *na|RBI* rin|RBI sa|CCT 
G:CCP P:RBI na 4789 12 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC GNU|NNPA 
G:CCP P:RBI na 4854 1 		Context - Malamang|VBW *na|RBI* ang|DTC topograpikal|JJD 
G:CCP P:RBI na 4954 27 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC Mactan|NNP 
G:CCP P:RBI na 5703 20 		Context - taon|NNC kasama|CCB *na|RBI* ang|DTC host|NNC 
G:CCP P:RBI na 637 1 		Context - Tinatantiya|VBTS *na|RBI* ang|DTC sinaunang|JJD_CCP 
G:CCP P:RBI na 6404 16 		Context - at|CCA pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 730 11 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC sanaysay|NNC 
G:CCP P:RBI na 77 6 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC pagkakaiba|NNC 
G:CCP P:RBI na 807 10 		Context - at|CCA tinatanggap|VBTR *na|RBI* ng|CCB karamihan|PRI 
G:CCP P:RBI na 863 26 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT mga|DTCP 
G:CCP P:VBTS nakatira 3450 12 		Context - Afrikano|RBF na|CCP *nakatira|VBTS* sa|CCT pangunahing|JJD_CCP 
G:CCR P:CCT para 4584 9 		Context - ang_mga|DTCP kolonista|NNC *para|CCT* lagyan|VBOF ng_mga|DTCP 
G:CCR P:CCU Dagdag 3936 0 		Context - *Dagdag|CCU* pa|RBI rito|PRL 
G:CCR P:RBB para_sa 2923 5 		Context - na|CCP naitala|VBTS *para_sa|RBB* mga|DTCP species|FW 
G:CCR P:RBK Kapag 1187 0 		Context - *Kapag|RBK* hindi|RBF naman|RBI 
G:CCR P:RBK Kung 1510 0 		Context - *Kung|RBK* hindi|RBF isasalang-alang|VBTR 
G:CCR P:RBK Kung 5515 0 		Context - *Kung|RBK* hindi|RBF man|RBI 
G:CCR P:RBK kung 19 19 		Context - Lagrange|NNP ,|PMC *kung|RBK* kaya’t|RBW taliwas|JJD 
G:CCR P:RBK kung 5075 48 		Context - himself|FW ‿|FW *kung|RBK* kailan|RBQ oras|NNC 
G:CCR P:RBK kung 5261 22 		Context - gulang|NNC at|CCA *kung|RBK* hindi|RBF ay|LM 
G:CCR P:RBK kung 5281 4 		Context - mga|DTCP dahilan|NNC *kung|RBK* bakit|RBQ inakala|VBOF 
G:CCR P:RBK kung 6322 9 		Context - ang|DTC sapa|NNC *kung|RBK* ihahambing|VBTF sa|CCT 
G:CCR_CCA P:CCR kaya’t 3970 12 		Context - ay|LM napapalitan|VBTR *kaya’t|CCR* nagaganap|VBTR ang|DTC 
G:CCR_CCA P:JJC kaya’t 381 21 		Context - oras|NNC ,|PMC *kaya’t|JJC* walang|VBN_CCP babala|NNC 
G:CCR_CCA P:RBW kaya’t 19 20 		Context - ,|PMC kung|RBK *kaya’t|RBW* taliwas|JJD sila|PRP 
G:CCR_LM P:JJC kaya’y 2589 13 		Context - (|PMS o|CCT *kaya’y|JJC* sa|CCT tuwing|RBW 
G:CCR_LM P:JJD kaya’y 1144 28 		Context - o|CCT di|RBF *kaya’y|JJD* ibang|PRI_CCP pangyayari|NNC 
G:CCT P:CCB Kasama 1190 0 		Context - *Kasama|CCB* ang|DTC leukemia|FW 
G:CCT P:CCB Kasama 2694 0 		Context - *Kasama|CCB* sa|CCT pagtutuos|NNC 
G:CCT P:CCB Kasama 3623 0 		Context - *Kasama|CCB* ang|DTC def|FW 
G:CCT P:CCB Kasama 4530 0 		Context - *Kasama|CCB* sa|CCT pilantropyang|NNC 
G:CCT P:CCB kabilang 3219 11 		Context - Kosovar|NNP ,|PMC *kabilang|CCB* dito|PRL sina|DTPP 
G:CCT P:CCB kabilang 3446 9 		Context - paaralan|NNC (|PMS *kabilang|CCB* ang|DTC Institution_François_d'Assise_Nicolas_Barré|NNP 
G:CCT P:CCB kabilang 3988 12 		Context - Karaggatan|NNP na|CCP *kabilang|CCB* ng|CCB buong|PRI_CCP 
G:CCT P:CCB kasama 2141 46 		Context - base|NNC na|CCP *kasama|CCB* (|PMS sa_pamamagitan_ng|CCT 
G:CCT P:CCB kasama 431 18 		Context - ,|PMC na|CCP *kasama|CCB* ng|CCB residensyal|NNC 
G:CCT P:CCB ng 441 8 		Context - nagturo|VBTS siya|PRS *ng|CCB* Kasaysayan|NNP ,|PMC 
G:CCT P:CCB upang 1708 5 		Context - ito|PRO napatibayan|VBTS_VBOF *upang|CCB* maging|VBW mga|DTCP 
G:CCT P:CCP na 1184 3 		Context - karaniwang|JJD_CCP nagpanukala|VBTS *na|CCP* HK|NNPA $|PMS 
G:CCT P:CCP na 2079 30 		Context - ang_mga|DTCP mananakop|NNC *na|CCP* kastila|NNC sa|CCT 
G:CCT P:CCP na 5668 13 		Context - Grand|NNP Slam|NNP *na|CCP* kaniyang|PRSP_CCP sinalihan|VBOF 
G:CCT P:CCR Kaya 3532 0 		Context - *Kaya|CCR* itinatag|VBTS ng_mga|DTCP 
G:CCT P:DTP ni 2564 4 		Context - sa|CCT altricial|NNC *ni|DTP* precocial|NNC ,|PMC 
G:CCT P:DTP ni 2750 73 		Context - ’|NNCA ,|PMC *ni|DTP* hindi|RBF nagpakita|VBTS 
G:CCT P:DTP ni 4338 7 		Context - kompederasyon|NNC ang|DTC *ni|DTP* isa|PRI sa|CCT 
G:CCT P:FW subali’t 5319 5 		Context - Bellow|NNP ,|PMC *subali’t|FW* dahil_sa|RBP marami|PRI 
G:CCT P:JJD kilala 2111 14 		Context - Hudyo|NNP o|CCT *kilala|JJD* bilang|CCT Masorete|NNP 
G:CCT P:JJD_CCP pangunahing 3450 14 		Context - nakatira|VBTS sa|CCT *pangunahing|JJD_CCP* lupa|NNC at|CCA 
G:CCT P:NNC Kasapi 2616 0 		Context - *Kasapi|NNC* ang|DTC Cyprus|NNP 
G:CCT P:NNC bilang 3580 41 		Context - pagtaas|NNC ng|CCB *bilang|NNC* ng_mga|DTCP permanenteng|JJD_CCP 
G:CCT P:NNC bilang 4302 4 		Context - kamalayan|NNC ng|CCB *bilang|NNC* ng|CCB kanilang|PRSP_CCP 
G:CCT P:NNCA – 4449 5 		Context - ni|DTP Randolph|NNP *–|NNCA* sa|CCT isang|PRI_CCP 
G:CCT P:RBD_CCP subali’t 5800 11 		Context - panitikan|NNC ,|PMC *subali’t|RBD_CCP* nakita|VBTS niya|PRS 
G:CCT P:RBM marahil 2148 50 		Context - ulat|NNC ,|PMC *marahil|RBM* na|CCP nagdedepende|VBTR 
G:CCT P:RBW Habang 2484 0 		Context - *Habang|RBW* nasa|RBL Mexico|NNP 
G:CCT P:RBW Habang 2985 0 		Context - *Habang|RBW* ang|DTC ilang|PRQ_CCP 
G:CCT P:RBW Habang 4586 0 		Context - *Habang|RBW* nasa|RBL Netherlands|NNP 
G:CCT P:RBW habang 2474 20 		Context - radikal|JJD ,|PMC *habang|RBW* may|VBH paniniwala|NNC 
G:CCT P:VBTS inilarawan 1664 6 		Context - ibon|NNC na|CCP *inilarawan|VBTS* sa|CCT West|NNP 
G:CCT P:VBW Bagama’t 438 0 		Context - *Bagama’t|VBW* ang|DTC estruktura|NNC 
G:CCT_LM P:CCT bagama’t 265 12 		Context - Ministro|NNP ,|PMC *bagama’t|CCT* ang|DTC Gobernador|NNP 
G:CCU P:CCT bilang 2107 31 		Context - Romano|NNP (|PMS *bilang|CCT* Lusitania|NNP noong|RBW_CCP 
G:CCU P:CCT halip 2962 1 		Context - Sa|CCT *halip|CCT* ,|PMC ilang|PRQ_CCP 
G:CCU P:JJD dagdag 3838 7 		Context - Protestante|NNP ,|PMC *dagdag|JJD* na|CCP dito|PRL 
G:CCU P:NNC karagdagan 4047 1 		Context - Bilang|CCT *karagdagan|NNC* ,|PMC nakabase|VBTS 
G:CCU P:NNC karagdagan 4605 1 		Context - Bilang|CCT *karagdagan|NNC* ,|PMC 25|CDB 
G:CCU P:RBL Sa_ilalim 3025 0 		Context - *Sa_ilalim|RBL* ng|CCB konstitusyon|NNC 
G:CCU P:RBL sa_pagitan 3596 11 		Context - ang|DTC pagtalik|NNC *sa_pagitan|RBL* ng_mga|DTCP uri|NNC 
G:CCU P:RBR Batay 1846 0 		Context - *Batay|RBR* ang|DTC disenyo|NNC 
G:CCU P:RBW Mula 4426 0 		Context - *Mula|RBW* pa|RBI noong|RBW_CCP 
G:CCU P:RBW bago 2714 3 		Context - ng_mga|DTCP sosyolohista|NNC *bago|RBW* ang|DTC Roman|NNP 
G:CDB P:JJN -21.7°c 2741 14 		Context - mababa|JJD sa|CCT *-21.7°c|JJN* naman|RBI nung|RBW 
G:CDB P:JJN 69-12’ 4104 8 		Context - pahilaga|JJD at|CCA *69-12’|JJN* pasilangan|JJD na|CCP 
G:CDB P:JJN Dalawa 6288 0 		Context - *Dalawa|JJN* sa|CCT tatlong|JJN_CCP 
G:CDB P:JJN anim 5143 11 		Context - pangalawa|JJN sa|CCT *anim|JJN* na|CCP anak|NNC 
G:CDB P:JJN ika-26 4795 11 		Context - Cherrill|NNP noong|RBW_CCP *ika-26|JJN* ng|CCB Marso|NNP 
G:CDB P:JJN lima 5493 12 		Context - Albums|NNP ang|DTC *lima|JJN* sa|CCT kanyang|PRSP_CCP 
G:CDB P:JJN pang-apat 1283 6 		Context - pangatlo|JJN o|CCT *pang-apat|JJN* na|CCP tao|NNC 
G:CDB P:JJN pangalawa 5143 9 		Context - York|NNP at|CCA *pangalawa|JJN* sa|CCT anim|JJN 
G:CDB P:JJN pangatlo 1283 4 		Context - paglalahi|NNC sa|CCT *pangatlo|JJN* o|CCT pang-apat|JJN 
G:CDB P:JJN siyam 2748 1 		Context - Mayroong|VBH_CCB *siyam|JJN* na|CCP FM|NNPA 
G:CDB P:NNP 55° 1542 20 		Context - ang|DTC hilerang|NNC_CCP *55°|NNP* T|NNP .|PMP 
G:CDB P:NNP 60° 932 34 		Context - timog|JJD ng|CCB *60°|NNP* T|NNP latitud|NNC 
G:CDB P:NNP ’71 1763 15 		Context - at|CCA ang|DTC *’71|NNP* African|NNP ,|PMC 
G:CDB P:NNP ’71 3304 15 		Context - at|CCA ang|DTC *’71|NNP* African|NNP ,|PMC 
G:CDB P:NNPA -15°c 4592 4 		Context - labinglima|CDB (|PMS *-15°c|NNPA* )|PMS hanggang|RBW 
G:CDB P:NNPA -20°c 4592 9 		Context - dalawampu|CDB (|PMS *-20°c|NNPA* )|PMS ang|DTC 
G:CDB P:NNPA 60° 1418 31 		Context - na|CCP ang|DTC *60°|NNPA* T|NNP .|PMP 
G:CDB P:NNPA ¼ 4713 1 		Context - Estimadong|NNC_CCP *¼|NNPA* ng|CCB lungsod|NNC 
G:CDB P:PMS & 1712 10 		Context - ang|DTC Barnes|NNP *&|PMS* Noble|NNP ,|PMC 
G:CDB_CCA P:JJN_CCP ikawalumpu’t 5398 7 		Context - ikawalo|CDB ,|PMC *ikawalumpu’t|JJN_CCP* dalawa|CDB ,|PMC 
G:CDB_CCP P:JJN_CCP tatlong 6288 2 		Context - Dalawa|JJN sa|CCT *tatlong|JJN_CCP* mga|DTCP magsasaka|NNC 
G:CDB_CCP P:JJN_CCP unang 3202 10 		Context - )|PMS ,|PMC *unang|JJN_CCP* basemen|NNC (|PMS 
G:CDB_LM P:CDB una’y 2549 54 		Context - na|CCP noong|RBW_CCP *una’y|CDB* humiwalay|VBAF sa|CCT 
G:DTC P:DTCP mga 5560 9 		Context - deuterium|FW sa|CCT *mga|DTCP* ibang|PRI_CCP hydrogen|FW 
G:DTC P:DTCP mga 5986 12 		Context - isinasaalang-alang|VBTR bilang|CCT *mga|DTCP* “|NNCA stars|FW 
G:DTCP P:DTC ang 5588 16 		Context - ,|PMC kasama|CCB *ang|DTC* Amercan|NNP College_of_Surgeons|NNP 
G:DTCP P:JJD_CCP iba’t-ibang 2835 12 		Context - dahil|RBP sa|CCT *iba’t-ibang|JJD_CCP* mga|DTCP dahilan.|PMP 
G:DTP P:CCT Sa 6021 0 		Context - *Sa|CCT* Hinduism|NNP ,|PMC 
G:DTP P:DTC ang 1227 3 		Context - na|CCP sinisi|VBTS *ang|DTC* Principalidad|NNP sa|CCT 
G:FW P:JJD legal 1358 22 		Context - system|FW ang_mga|DTCP *legal|JJD* threats|FW at|CCA 
G:FW P:JJD natural 4439 5 		Context - proseso|NNC ng|CCB *natural|JJD* selection|FW ang|DTC 
G:FW P:JJD retinal 381 12 		Context - ng|CCB pinsalang|NNC_CCP *retinal|JJD* ay|LM maaring|RBM 
G:FW P:NNC acidity 2547 4 		Context - kadagdagan|NNC na|CCP *acidity|NNC* ng|CCB ulan|NNC 
G:FW P:NNC artist 1954 28 		Context - at|CCA ang|DTC *artist|NNC* ng|CCB kanta|NNC 
G:FW P:NNC cell 228 30 		Context - naglalaman|VBTR ng_mga|DTCP *cell|NNC* ng|CCB bantay|NNC 
G:FW P:NNC cell 3542 36 		Context - sa|CCT mga|DTCP *cell|NNC* upang|CCB huwag|RBF 
G:FW P:NNC cell 901 16 		Context - anak|NNC na|CCP *cell|NNC* ay|LM nagmamana|VBTR 
G:FW P:NNC copyright 3860 23 		Context - sa|CCT mga|DTCP *copyright|NNC* na|CCP batas|NNC 
G:FW P:NNC disk 245 20 		Context - napapaligiran|VBTR ng|CCB *disk|NNC* ng|CCB alikabok|NNC 
G:FW P:NNC disk 273 31 		Context - problema|NNC ng|CCB *disk|NNC* rekordings|NNC .|PMP 
G:FW P:NNC disk 4497 22 		Context - turntable|FW ng|CCB *disk|NNC* ,|PMC na|CCP 
G:FW P:NNC expatriates 2456 33 		Context - ang_mga|DTCP dayuhang|JJD_CCP *expatriates|NNC* .|PMP 
G:FW P:NNC gas 164 14 		Context - maliwanag|JJD na|CCP *gas|NNC* na|CCP naglalabas|VBTR 
G:FW P:NNC gas 4372 7 		Context - rehiyon|NNC ng|CCB *gas|NNC* kung|RBK saan|RBQ 
G:FW P:NNC gene 4369 7 		Context - porsyento|NNC ang_mga|DTCP *gene|NNC* sa|CCT chromosome|NNC 
G:FW P:NNC hotel 2860 21 		Context - at|CCA mga|DTCP *hotel|NNC* .|PMP 
G:FW P:NNC kanji 4085 8 		Context - ang|DTC pangalawang|JJN_CCP *kanji|NNC* dahil_sa|RBP "|PMS 
G:FW P:NNC kilometro 5711 33 		Context - 10.32|CDB square|NNC *kilometro|NNC* .|PMP 
G:FW P:NNC kulay 5253 36 		Context - indensyon|FW ,|PMC *kulay|NNC* ,|PMC o|CCT 
G:FW P:NNC miles 2754 18 		Context - halos|RBD 500,000|CDB *miles|NNC* .|PMP 
G:FW P:NNC orbit 5414 3 		Context - maiksi|JJD ang|DTC *orbit|NNC* ng|CCB kometa|NNC 
G:FW P:NNC perimeter 5386 32 		Context - sa_labas|RBL ng|CCB *perimeter|NNC* ng|CCB Empire|NNP 
G:FW P:NNC physicist 5087 19 		Context - impluwensial|JJD na|CCP *physicist|NNC* na|CCP si|DTP 
G:FW P:NNC publisher 6494 3 		Context - ito|PRO ng_mga|DTCP *publisher|NNC* sa|CCT kakaibang|JJD_CCP 
G:FW P:NNC rekordings 2629 21 		Context - indibidwal|NNC ng|CCB *rekordings|NNC* sa_loob|RBL .|PMP 
G:FW P:NNC rekordings 273 32 		Context - ng|CCB disk|NNC *rekordings|NNC* .|PMP 
G:FW P:NNC screen 3566 20 		Context - telebisyon|NNC ang|DTC *screen|NNC* na|CCP kulang|JJD 
G:FW P:NNC screen 6265 4 		Context - ang_mga|DTCP malalaking|JJD_CCP *screen|NNC* para_sa|RBB pag-playback|NNC 
G:FW P:NNC square 4477 23 		Context - Vittorio|NNP Veneto|NNP *square|NNC* .|PMP 
G:FW P:NNC square 5711 32 		Context - ng|CCB 10.32|CDB *square|NNC* kilometro|NNC .|PMP 
G:FW P:NNC tatus 1164 55 		Context - ang_mga|DTCP lalaking|NNC_CCP *tatus|NNC* kaysa_sa|JJC mga|DTCP 
G:FW P:NNC tatus 1204 1 		Context - Ang|DTC *tatus|NNC* o|CCT coconut|FW 
G:FW P:NNC tatus 1346 7 		Context - pangalan|NNC ang|DTC *tatus|NNC* halimbawa|NNC ayuyu|FW 
G:FW P:NNC tatus 4162 18 		Context - nagnanakaw|VBTR ang|DTC *tatus|NNC* ng|CCB makikintab|JJD 
G:FW P:NNC ten 4171 3 		Context - “|NNC top|NNC *ten|NNC* na|CCP distribusyon|NNC 
G:FW P:NNC top 4171 2 		Context - Sa|CCT “|NNC *top|NNC* ten|NNC na|CCP 
G:FW P:NNC undergraduate 1231 13 		Context - kasamahan|NNC bilang|CCT *undergraduate|NNC* ,|PMC D.G.|NNPA 
G:FW P:NNC unicameral 3025 13 		Context - kapangyarihan|NNC sa|CCT *unicameral|NNC* na|CCP Konseho|NNP 
G:FW P:NNC university 821 24 		Context - isang|PRI_CCP American|NNP *university|NNC* .|PMP 
G:FW P:NNC wakas 54 15 		Context - pero|CCT sa|CCT *wakas|NNC* ,|PMC muli|RBW 
G:FW P:NNP Cela_leur_a_pris_seulement_un_instant_pour_lui_couper_la_tête 2392 22 		Context - :|PMS “|NNCA *Cela_leur_a_pris_seulement_un_instant_pour_lui_couper_la_tête|NNP* ,|PMC mais|FW 
G:FW P:NNP Continental 3100 1 		Context - “|PRS *Continental|NNP* ‿|NNCA ng|CCB 
G:FW P:NNP God 2102 31 		Context - ang|DTC “|NNCA *God|NNP* bless|FW America|NNP 
G:FW P:NNP I’m 6086 11 		Context - beatnik|FW ,|PMC *I’m|NNP* a|FW Catholic|NNP 
G:FW P:NNP I’m 6086 6 		Context - ,|PMC “|NNCA *I’m|NNP* not|FW a|FW 
G:FW P:NNP Méthode_de_Nomenclature_Chimique 3941 5 		Context - sa|CCT “|NNC *Méthode_de_Nomenclature_Chimique|NNP* ‿|NNC (|PMS 
G:FW P:NNP State 3420 0 		Context - *State|NNP* administered|FW at|CCA 
G:FW P:NNP Traité 1584 21 		Context - ang|DTC “|NNCA *Traité|NNP* Élémentaire|NNP ‿|NNC 
G:FW P:NNP Traité_Élémentaire_de_Chimie 3833 9 		Context - ang|DTC “|NNCA *Traité_Élémentaire_de_Chimie|NNP* ‿|NNCA (|PMS 
G:FW P:NNP Weather 1613 19 		Context - na|CCP “|NNCA *Weather|NNP* bomb|FW ‿|FW 
G:FW P:NNP Your 6052 7 		Context - may|VBH “|NNCA *Your|NNP* potential|FW .|PMP 
G:FW P:NNP kreshnikësh 4588 14 		Context - ,|PMC këngë|NNP *kreshnikësh|NNP* ,|PMC ballads|FW 
G:FW P:NNP këngë 4588 13 		Context - )|PMS ,|PMC *këngë|NNP* kreshnikësh|NNP ,|PMC 
G:FW P:NNP këngë 4588 5 		Context - tula|NNC ang|DTC *këngë|NNP* trimash|FW (|PMS 
G:FW P:NNP lycée 596 28 		Context - ,|PMC isang|PRI_CCP *lycée|NNP* na|CCP nagbibigay|VBTR 
G:FW P:NNP lycée 596 43 		Context - at|CCA isang|PRI_CCP *lycée|NNP* na|CCP nagbibigay|VBTR 
G:FW P:NNP oikoumenè 5302 17 		Context - mundo|NNC (|PMS *oikoumenè|NNP* )|PMS pati|CCA 
G:FW P:NNP oikoumenè 5332 2 		Context - Naisipan|VBTS ng|CCB *oikoumenè|NNP* ni|DTP Ptolemy|NNP 
G:FW P:NNP p?e?µa 6429 6 		Context - Griyegong|NNP_CCP pneuma|FW *p?e?µa|NNP* -|PMS hangin|NNC 
G:FW P:NNP pourrait_ne_pas_en_produire_un_autre_pareil_en_un_siècle 2392 27 		Context - la|FW France|NNP *pourrait_ne_pas_en_produire_un_autre_pareil_en_un_siècle|NNP* .|PMP "|PMS 
G:FW P:NNP skärgård 2698 16 		Context - :|PMS Åbolands|NNP *skärgård|NNP* )|PMS sa_kapuluaan|RBL 
G:FW P:NNP µ 841 35 		Context - ,|PMC sa|CCT *µ|NNP* "|PMS nag-iisa|VBTR 
G:FW P:NNP Élémentaire 1582 26 		Context - “|NNC Traité|NNPA *Élémentaire|NNP* ‿|NNCA .|PMP 
G:FW P:NNP Élémentaire 1584 22 		Context - “|NNCA Traité|NNP *Élémentaire|NNP* ‿|NNC para|CCT 
G:FW P:NNPA Traité 1582 25 		Context - kanyang|PRSP_CCP “|NNC *Traité|NNPA* Élémentaire|NNP ‿|NNCA 
G:FW P:NNPA daïras 1983 16 		Context - distrito|NNC (|PMS *daïras|NNPA* )|PMS at|CCA 
G:FW P:NNPA çifteli 2394 12 		Context - instrumentong|NNC_CCP tulad_ng|JJC *çifteli|NNPA* at|CCA sharki|FW 
G:FW P:NNPA îlots 2463 16 		Context - blocks|FW (|PMS *îlots|NNPA* )|PMS ,|PMC 
G:JJC P:JJCC higit 2638 9 		Context - tuwing|RBW “|NNCA *higit|JJCC* na|CCP nadodoble|VBTR 
G:JJC P:JJCC higit 6524 4 		Context - naman|RBI ang|DTC *higit|JJCC* na|CCP pinipili|VBTR 
G:JJC P:JJCC lalo 1765 24 		Context - institusyon|NNC ,|PMC *lalo|JJCC* na|RBI sa|CCT 
G:JJC P:JJCC lalo 2671 11 		Context - hayop|NNC (|PMS *lalo|JJCC* na|RBI ang|DTC 
G:JJC P:JJCC lalo 411 14 		Context - palaruan|NNC ,|PMC *lalo|JJCC* na|RBI kapag|CCR 
G:JJC P:JJCC lalo 4112 16 		Context - pangkemikal|JJD ,|PMC *lalo|JJCC* na|RBI sa|CCT 
G:JJC P:JJCC lalo 448 9 		Context - gusali|NNC ,|PMC *lalo|JJCC* na|RBI ang_mga|DTCP 
G:JJC P:JJC_CCP parehong 893 47 		Context - sugatan|JJD ang|DTC *parehong|JJC_CCP* lalaki|NNC ,|PMC 
G:JJC P:JJD kilala 2532 4 		Context - halaman|NNC ,|PMC *kilala|JJD* bilang|CCT archegonia|FW 
G:JJC P:JJD likas 5879 17 		Context - pagpunta|NNC at|CCA *likas|JJD* na|CCP yaman|NNC 
G:JJCC P:JJC higit 549 2 		Context - Nagkakahalaga|VBTR ng|CCB *higit|JJC* pa|RBI kaysa_sa|JJC 
G:JJCC P:JJC higit 6441 30 		Context - tatlo|CDB o|CCT *higit|JJC* pang|RBI_CCP wika|NNC 
G:JJCC P:JJCC_CCP lalong 390 26 		Context - impormasyon|NNC sa|CCT *lalong|JJCC_CCP* madaling|JJD_CCP panahon|NNC 
G:JJCC P:JJCS lalong-lalo 6435 30 		Context - tao|NNC ,|PMC *lalong-lalo|JJCS* na|RBI sa|CCT 
G:JJCC P:JJD Mahigit 2409 12 		Context - est.|NNCA )|PMS *Mahigit|JJD* 70|CDB %|PMS 
G:JJCS_JJD P:JJCS_JJD_CCP pinakamalaking 2347 17 		Context - ‿|NNC sa|CCT *pinakamalaking|JJCS_JJD_CCP* punong|JJD_CCP lansangan|NNC 
G:JJC_CCP P:JJC kagaya_ng 311 9 		Context - Aleman|NNP ,|PMC *kagaya_ng|JJC* Suebi|NNP at|CCA 
G:JJD P:CCT Kabilang 2722 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:JJD P:CCT kabilang 2680 11 		Context - pagluwas|NNC sa|CCT *kabilang|CCT* ibayo|NNC ng|CCB 
G:JJD P:CCT kabilang 3535 25 		Context - ,|PMC na|CCP *kabilang|CCT* sa|CCT Hyogo|NNP 
